"","ID","DemAffl","DemAge","DemClusterGroup","DemGender","DemReg","DemTVReg","PromClass","PromSpend","PromTime","TargetBuy"
"3367",7522568,15,NA,"B","F","Midlands","Midlands","Silver",3000,7,0
"3368",7522894,9,56,"C","F","South East","London","Gold",6107.64,7,0
"3369",7523440,7,51,"C","M","North","N East","Silver",0.02,8,0
"3370",7525575,6,49,"C","F","North","N West","Tin",0.01,8,0
"3371",7534671,12,64,"B","F","North","N West","Tin",0.01,7,1
"3372",7543395,3,68,"D","F","Midlands","Midlands","Silver",1081.89,13,0
"3373",7544596,11,NA,"E","U","Midlands","Midlands","Gold",16000,4,0
"3374",7545517,20,38,"D","F","Midlands","East","Silver",0.02,9,1
"3375",7547625,7,48,"C","F","North","N East","Tin",0.01,5,0
"3376",7549660,8,73,"D","U","Midlands","Midlands","Silver",3000,7,0
"3377",7567227,10,34,"E","F","Midlands","East","Silver",5000,4,1
"3378",7572646,11,34,"E","F","North","N West","Tin",0.01,7,0
"3379",7578172,6,50,"C","M","South East","S & S East","Tin",0.01,5,0
"3380",7580754,8,41,"E","F","South East","S & S East","Silver",100,7,0
"3381",7587686,7,NA,"A","M","South East","London","Gold",10884.25,16,0
"3382",7590334,7,NA,"A","U","South East","S & S East","Silver",1425,5,0
"3383",7594003,6,31,"B","F","North","N West","Silver",550,8,0
"3384",7596405,8,56,"D","M","South East","S & S East","Tin",0.01,8,0
"3385",7598858,12,44,"D","M","Midlands","Midlands","Silver",1198,1,0
"3386",7603908,11,68,"E","F","Midlands","Midlands","Gold",8000.9,26,0
"3387",7609698,NA,70,"F","F","South East","S & S East","Tin",0.01,8,0
"3388",7614977,12,27,"D","M","Midlands","East","Silver",1000,4,0
"3389",7615361,8,58,"B","F","North","N East","Silver",500,10,0
"3390",7626312,18,31,"F","missing","Midlands","East","Silver",1920,4,1
"3391",7629230,9,43,"E","F","North","N West","Silver",0.02,6,1
"3392",7646453,3,77,"A","M","Midlands","Wales & West","Silver",1000,5,0
"3393",7647123,8,68,"C","F","North","Yorkshire","Gold",18158.67,7,0
"3394",7649673,5,74,"B","M","South East","S & S East","Gold",5329.73,18,0
"3395",7651740,12,73,"E","missing","Midlands","East","Tin",0.01,4,0
"3396",7652569,8,43,"F","F","Midlands","Wales & West","Tin",0.01,8,0
"3397",7655762,13,51,"B","F","Midlands","Midlands","Gold",12053.34,4,0
"3398",7656505,11,74,"D","F","Midlands","Wales & West","Gold",15660.64,6,0
"3399",7669771,5,51,"B","F","South East","London","Gold",6000,2,0
"3400",7670001,12,47,"C","M","Scottish","Border","Tin",0.01,4,0
"3401",7670125,16,71,"F","F","Scottish","C Scotland","Gold",7106,12,0
"3402",7671199,NA,53,"C","M","South East","London","Tin",0.01,4,0
"3403",7683669,6,49,"C","missing","South East","London","Gold",6000,4,0
"3404",7685513,5,71,"F","F","North","N West","Silver",3000,8,0
"3405",7685939,8,42,"D","F","South East","London","Silver",1000,5,1
"3406",7687001,6,66,"C","F","South East","S & S East","Silver",480,9,0
"3407",7690002,10,63,"D","F","South East","London","Silver",3000,6,0
"3408",7695764,10,37,"A","missing","North","N West","Silver",1261.03,8,1
"3409",7702736,7,73,"D","F","Midlands","Wales & West","Platinum",20457.13,3,0
"3410",7704828,8,38,"B","missing","South East","London","Tin",0.01,11,0
"3411",7737084,7,67,"F","F","Midlands","East","Gold",6053.34,4,0
"3412",7743580,12,30,"B","F","South East","London","Gold",16000,4,0
"3413",7747969,6,64,"missing","U","Midlands","East","Silver",1000,8,0
"3414",7755546,6,57,"F","F","South East","London","Tin",0.01,4,0
"3415",7756933,8,NA,"F","M","South East","London","Platinum",20050,4,0
"3416",7757085,12,62,"E","F","South East","London","Tin",0.01,5,0
"3417",7762682,NA,44,"A","F","Midlands","Midlands","Silver",0.02,9,1
"3418",7775539,12,74,"B","F","South East","London","Gold",8000,5,0
"3419",7775997,8,51,"C","F","South East","S & S East","Gold",18106.7,9,0
"3420",7776144,8,56,"D","F","South West","S West","Silver",2000,5,1
"3421",7794614,6,69,"B","F","Midlands","Midlands","Gold",6000,1,0
"3422",7796129,8,71,"E","M","South East","London","Silver",5000,5,0
"3423",7799675,10,41,"C","M","South East","London","Gold",16947.44,8,0
"3424",7802382,14,38,"F","F","Midlands","Midlands","Silver",2050.01,8,1
"3425",7804652,9,62,"C","M","South West","S West","Gold",12000,2,0
"3426",7805535,NA,50,"A","F","South East","London","Silver",3000,3,0
"3427",7805705,3,45,"F","F","Midlands","Wales & West","Tin",0.01,5,0
"3428",7807147,4,56,"A","F","North","N East","Gold",12000,8,0
"3429",7807465,16,51,"E","F","Midlands","East","Gold",8600,5,0
"3430",7808054,8,34,"F","U","South East","London","Silver",100,1,0
"3431",7814720,8,47,"A","M","South East","London","Tin",0.01,8,0
"3432",7815662,NA,63,"B","F","Midlands","East","Gold",9052.65,8,0
"3433",7816189,14,NA,"D","M","South East","London","Silver",3000,4,1
"3434",7818580,10,45,"D","F","Midlands","Midlands","Tin",0.01,4,0
"3435",7832818,8,32,"D","F","Midlands","Wales & West","Tin",0.01,5,1
"3436",7833121,9,53,"C","F","South East","S & S East","Silver",1500,28,0
"3437",7833261,13,60,"D","M","Midlands","Midlands","Tin",0.01,4,0
"3438",7836988,15,40,"D","F","North","N West","Silver",360,9,1
"3439",7842546,7,62,"C","missing","South East","S & S East","Gold",6000,2,0
"3440",7843844,NA,66,"C","U","Midlands","Wales & West","Gold",12000,8,0
"3441",7846185,9,66,"B","F","Scottish","N Scot","Silver",3000,5,1
"3442",7863721,13,46,"D","F","missing","missing","Tin",0.01,8,0
"3443",7869592,2,57,"E","M","North","N West","Silver",1000,28,0
"3444",7870191,5,57,"C","F","South East","S & S East","Silver",3151.25,3,0
"3445",7870337,9,78,"A","U","South East","London","Tin",0.01,8,0
"3446",7873638,13,57,"F","M","Midlands","Wales & West","Silver",3000.01,6,0
"3447",7877706,13,NA,"B","F","Scottish","C Scotland","Tin",0.01,5,1
"3448",7879253,NA,61,"A","F","North","Yorkshire","Silver",750,30,0
"3449",7879350,9,31,"D","M","South East","London","Tin",0.01,5,1
"3450",7879407,6,55,"F","missing","Midlands","Midlands","Tin",0.01,4,0
"3451",7879474,6,47,"C","F","North","N West","Tin",0.01,5,0
"3452",7880677,7,39,"F","F","South East","London","Silver",1000,6,1
"3453",7881207,6,37,"C","M","North","Yorkshire","Tin",0.01,4,0
"3454",7881312,10,69,"C","U","South East","London","Silver",3000,9,0
"3455",7884389,8,49,"F","U","South East","S & S East","Tin",0.01,4,0
"3456",7890915,6,45,"C","F","North","Yorkshire","Gold",18160.99,6,0
"3457",7900341,8,51,"B","F","North","Yorkshire","Silver",1000,9,0
"3458",7900724,10,41,"F","M","North","N East","Tin",0.01,5,0
"3459",7900813,7,55,"F","M","South East","S & S East","Silver",1500,9,0
"3460",7900929,9,42,"C","F","South East","London","Silver",2000,2,1
"3461",7901399,10,58,"B","F","Midlands","Midlands","Platinum",20483.27,3,0
"3462",7901488,13,46,"F","F","Midlands","Wales & West","Tin",0.01,5,0
"3463",7901666,10,35,"B","F","Midlands","Midlands","Silver",1000,3,1
"3464",7901739,9,59,"D","missing","North","Yorkshire","Gold",13000,9,0
"3465",7901836,11,64,"F","missing","South East","S & S East","Silver",5000,11,0
"3466",7903987,4,47,"D","F","Midlands","Midlands","Silver",1000,4,0
"3467",7904606,9,53,"E","M","South East","London","Tin",0.01,NA,0
"3468",7904959,8,35,"A","M","South East","London","Silver",1200,1,1
"3469",7905491,9,NA,"F","F","Midlands","Wales & West","Silver",500,9,0
"3470",7910916,10,65,"C","missing","Midlands","Midlands","Silver",1500.01,8,0
"3471",7913087,8,44,"D","M","missing","missing","Tin",0.01,4,0
"3472",7913508,8,35,"D","F","South East","London","Tin",0.01,5,0
"3473",7913621,12,64,"A","missing","South East","S & S East","Silver",500,9,0
"3474",7916787,7,45,"F","U","missing","missing","Tin",0.01,7,0
"3475",7923619,6,54,"F","F","Midlands","Midlands","Silver",2000,4,0
"3476",7924119,6,74,"C","M","Midlands","Wales & West","Gold",8500.01,9,0
"3477",7926855,9,62,"B","M","North","Yorkshire","Gold",11025,7,0
"3478",7926936,9,50,"E","M","Scottish","N Scot","Silver",600,2,0
"3479",7927487,12,67,"E","M","North","Yorkshire","Gold",6000,3,0
"3480",7928939,11,51,"D","F","Midlands","East","Tin",0.01,NA,0
"3481",7932219,12,74,"E","M","South East","London","Platinum",22000,24,0
"3482",7932294,3,71,"A","F","Midlands","Midlands","Gold",6000,8,0
"3483",7932499,10,67,"C","M","South East","London","Platinum",296313.85,8,0
"3484",7932898,7,69,"A","M","Midlands","Wales & West","Silver",3000,3,0
"3485",7933134,7,56,"C","M","Midlands","Midlands","Silver",1500,5,0
"3486",7933401,12,62,"E","U","South East","London","Silver",500,9,0
"3487",7933851,4,62,"F","M","North","Yorkshire","Silver",4000,5,0
"3488",7934343,14,37,"B","F","South East","London","Silver",219.94,11,1
"3489",7935676,8,71,"E","M","South East","London","Silver",420,8,1
"3490",7936044,4,74,"B","M","South East","London","Gold",12000,5,0
"3491",7936192,18,35,"C","F","South East","London","Silver",1000,5,1
"3492",7936419,13,44,"C","M","Midlands","East","Gold",7461.8,7,1
"3493",7936478,17,53,"D","M","Midlands","Midlands","Silver",100,9,0
"3494",7937253,10,44,"D","F","North","Yorkshire","Tin",0.01,8,1
"3495",7937342,11,27,"A","F","South East","London","Silver",500,8,1
"3496",7937644,20,NA,"D","F","South East","S & S East","Silver",3000,3,1
"3497",7939000,4,49,"F","F","Scottish","C Scotland","Tin",0.01,5,0
"3498",7939493,10,35,"E","F","Midlands","Midlands","Tin",0.01,6,0
"3499",7939787,11,46,"C","F","North","N West","Tin",0.01,5,0
"3500",7940335,10,75,"F","M","Scottish","Border","Gold",12000,3,0
"3501",7940653,16,54,"E","F","North","N West","Tin",0.01,5,0
"3502",7940912,9,48,"D","M","Midlands","Wales & West","Tin",0.01,5,0
"3503",7941021,5,54,"C","F","South East","London","Tin",0.01,7,1
"3504",7941285,6,61,"F","M","North","Yorkshire","Silver",5000,2,0
"3505",7941439,13,51,"E","missing","North","Yorkshire","Tin",0.01,5,0
"3506",7942370,10,NA,"E","F","South East","S & S East","Silver",50,10,1
"3507",7942435,4,76,"B","M","North","N West","Silver",2000,6,0
"3508",7949901,6,NA,"E","M","North","N West","Tin",0.01,5,0
"3509",7959834,10,45,"A","U","South East","London","Gold",16053.35,6,0
"3510",7961464,4,69,"A","F","South East","London","Silver",500,9,0
"3511",7961642,10,68,"D","F","Midlands","Midlands","Tin",0.01,7,1
"3512",7961901,6,77,"F","M","Scottish","Border","Gold",10000,18,1
"3513",7966911,10,39,"E","missing","South East","S & S East","Gold",12000,1,0
"3514",7971346,6,58,"E","F","Midlands","East","Tin",0.01,5,0
"3515",7972148,7,52,"B","F","South East","S & S East","Gold",10000,31,0
"3516",7977409,5,63,"B","F","Midlands","East","Gold",18958.86,3,0
"3517",7977492,8,64,"B","M","South East","London","Silver",3000,7,0
"3518",7981473,9,68,"A","missing","South East","London","Gold",6000,2,0
"3519",7981597,5,38,"F","missing","North","Yorkshire","Tin",0.01,4,1
"3520",7983115,8,NA,"C","M","South East","London","Gold",10600,9,0
"3521",7992513,6,71,"D","F","North","Yorkshire","Silver",2000,12,0
"3522",7993722,9,33,"B","F","South East","London","Gold",7086.67,8,0
"3523",7997035,6,76,"F","F","North","N East","Silver",2000,8,0
"3524",8002886,10,66,"D","F","Midlands","Midlands","Tin",0.01,5,1
"3525",8014957,5,76,"F","F","Midlands","Midlands","Silver",3000,16,0
"3526",8017808,7,44,"E","missing","Midlands","East","Silver",600,1,0
"3527",8018200,6,61,"F","F","South East","S & S East","Gold",6000,1,0
"3528",8026548,6,55,"E","missing","South East","S & S East","Tin",0.01,8,0
"3529",8030928,10,55,"B","F","South East","London","Tin",0.01,5,1
"3530",8033366,NA,56,"C","M","Midlands","Midlands","Tin",0.01,8,0
"3531",8039631,NA,57,"E","F","Midlands","Wales & West","Silver",3000,7,1
"3532",8040443,5,41,"D","F","South East","S & S East","Tin",0.01,7,0
"3533",8040753,10,49,"A","F","South East","London","Silver",3000,6,0
"3534",8042195,12,33,"C","F","South West","S West","Tin",0.01,10,1
"3535",8043302,6,66,"A","F","South East","London","Gold",6105.32,7,0
"3536",8044066,10,75,"D","missing","South East","London","Gold",8000,2,0
"3537",8046190,4,50,"E","M","North","N West","Gold",6000,1,0
"3538",8046670,11,74,"D","M","Midlands","Wales & West","Silver",5000,5,0
"3539",8047766,8,55,"B","F","South East","S & S East","Gold",5610,1,1
"3540",8048223,9,58,"C","F","South East","London","Gold",8400,11,1
"3541",8049238,13,53,"A","U","Midlands","Midlands","Silver",3000,6,0
"3542",8050155,10,NA,"D","F","South East","London","Gold",15000,4,0
"3543",8050368,11,31,"B","M","South East","London","Tin",0.01,NA,0
"3544",8051518,10,53,"D","F","South East","London","Gold",6000,2,1
"3545",8051828,11,31,"F","F","Midlands","Midlands","Tin",0.01,5,0
"3546",8054185,8,39,"E","missing","Midlands","Midlands","Silver",1200,6,1
"3547",8055386,15,62,"D","F","Midlands","Midlands","Gold",6000,5,1
"3548",8057109,9,52,"F","F","Scottish","N Scot","Silver",5000,6,0
"3549",8062005,6,23,"A","F","South East","London","Silver",1000,1,0
"3550",8062560,8,55,"F","F","North","Yorkshire","Silver",20,19,0
"3551",8063699,6,68,"B","F","Scottish","C Scotland","Gold",10000,6,0
"3552",8065101,8,70,"E","F","South East","London","Gold",6075.13,21,0
"3553",8066868,15,28,"C","missing","South East","London","Silver",3000,3,0
"3554",8070261,5,48,"C","M","Midlands","Midlands","Gold",6000,1,0
"3555",8073104,9,36,"F","F","South East","London","Tin",0.01,8,0
"3556",8075018,11,34,"F","missing","Midlands","Wales & West","Silver",420,4,0
"3557",8077711,14,40,"D","F","South West","S West","Silver",600,8,0
"3558",8080232,7,43,"E","F","Midlands","Midlands","Silver",4000,1,0
"3559",8080968,6,37,"C","U","missing","missing","Silver",2000,4,0
"3560",8081190,11,48,"F","M","South West","S West","Tin",0.01,5,1
"3561",8083800,7,50,"missing","F","Midlands","Wales & West","Tin",0.01,4,0
"3562",8084971,6,63,"B","U","South East","London","Silver",3000,8,0
"3563",8093725,4,48,"D","missing","South East","London","Silver",75.01,5,0
"3564",8094608,9,48,"missing","M","North","N West","Silver",100,14,0
"3565",8095590,5,69,"C","U","Midlands","East","Silver",1500,12,0
"3566",8096295,20,32,"A","F","South East","London","Gold",13420,8,1
"3567",8096899,9,52,"B","missing","North","Yorkshire","Tin",0.01,5,0
"3568",8097895,6,74,"B","M","Midlands","East","Gold",8053.36,31,0
"3569",8098336,7,34,"D","F","North","N West","Silver",860,8,0
"3570",8100624,10,44,"D","F","South East","London","Gold",12000,1,1
"3571",8101213,16,60,"D","F","Midlands","East","Silver",2500,2,1
"3572",8102708,17,34,"F","F","Midlands","Midlands","Silver",2000,12,1
"3573",8106525,8,42,"D","F","Midlands","Midlands","Tin",0.01,8,1
"3574",8107378,11,50,"E","F","South East","London","Silver",3000,4,0
"3575",8108404,10,39,"B","M","South East","London","Gold",8035.46,NA,0
"3576",8108897,10,37,"F","F","Midlands","East","Tin",0.01,7,1
"3577",8109397,NA,50,"C","F","Midlands","Midlands","Tin",0.01,9,1
"3578",8112134,11,57,"C","missing","South East","London","Tin",0.01,9,0
"3579",8113254,8,60,"B","M","Midlands","Midlands","Gold",6000,8,0
"3580",8115796,11,36,"B","F","Midlands","East","Tin",0.01,8,1
"3581",8116059,7,55,"E","F","South East","S & S East","Tin",0.01,11,0
"3582",8126011,9,31,"E","F","South East","London","Tin",0.01,5,1
"3583",8126658,10,NA,"C","F","missing","missing","Gold",5300,2,0
"3584",8128154,7,32,"C","F","North","N West","Silver",1000,5,0
"3585",8130248,5,60,"D","F","Midlands","Wales & West","Silver",2000,9,0
"3586",8134693,7,77,"B","F","South East","S & S East","Silver",5000,5,0
"3587",8134928,5,56,"E","F","South East","London","Gold",12000,22,0
"3588",8137005,3,58,"U","F","South East","London","Tin",0.01,5,0
"3589",8139539,14,NA,"C","F","South East","S & S East","Tin",0.01,8,1
"3590",8141916,6,48,"B","missing","South East","London","Gold",6053.35,15,0
"3591",8144036,7,56,"E","F","Midlands","East","Tin",0.01,4,0
"3592",8146918,10,76,"A","F","South East","London","Gold",13000,4,0
"3593",8147221,8,55,"B","F","South East","London","Silver",500,19,0
"3594",8150710,7,30,"D","M","Midlands","East","Tin",0.01,6,0
"3595",8153361,10,62,"A","M","North","N West","Gold",6000,4,0
"3596",8154007,4,65,"E","M","North","Yorkshire","Silver",3000,8,0
"3597",8154538,7,59,"F","F","South East","S & S East","Silver",780,11,0
"3598",8158428,7,46,"B","F","South East","London","Tin",0.01,8,0
"3599",8158541,14,59,"B","F","North","N East","Gold",9000,8,1
"3600",8160260,8,62,"B","F","South East","London","Gold",9000,8,0
"3601",8164371,10,61,"C","M","Midlands","Midlands","Gold",15969.54,6,0
"3602",8166528,8,37,"F","M","North","Yorkshire","Tin",0.01,8,0
"3603",8166706,7,67,"B","F","North","N West","Gold",8031.18,4,0
"3604",8170479,3,57,"C","F","South East","London","Platinum",21000,3,0
"3605",8171246,11,NA,"E","F","North","N West","Tin",0.01,8,1
"3606",8175233,6,44,"F","M","Midlands","Midlands","Tin",0.01,4,0
"3607",8179166,6,73,"E","M","Midlands","Midlands","Silver",2000,4,0
"3608",8180806,4,49,"D","F","South East","S & S East","Gold",6000,4,0
"3609",8181187,12,60,"C","M","Scottish","C Scotland","Tin",0.01,5,0
"3610",8182396,9,74,"D","M","South East","London","Gold",19904.9,3,0
"3611",8184607,7,60,"B","missing","South East","S & S East","Tin",0.01,8,0
"3612",8192340,6,48,"A","F","North","N West","Tin",0.01,9,0
"3613",8198624,4,43,"F","F","South West","S West","Tin",0.01,4,1
"3614",8200017,12,73,"D","F","North","N West","Gold",6053.35,5,0
"3615",8201692,12,49,"B","F","South East","London","Tin",0.01,8,0
"3616",8207062,16,30,"F","F","North","N West","Tin",0.01,5,1
"3617",8213321,9,57,"A","F","South East","London","Silver",3000,8,1
"3618",8214875,11,79,"E","missing","Midlands","Wales & West","Silver",1000,4,0
"3619",8215626,11,45,"F","F","South East","London","Gold",15679.84,14,0
"3620",8216142,7,31,"B","F","Midlands","East","Silver",550,2,1
"3621",8217181,6,47,"F","F","North","N West","Gold",6000,2,0
"3622",8217602,6,31,"missing","F","Scottish","N Scot","Tin",0.01,5,0
"3623",8220611,11,39,"E","missing","South East","London","Tin",0.01,7,1
"3624",8222703,13,49,"D","F","Scottish","N Scot","Tin",0.01,5,0
"3625",8228795,3,76,"B","F","Midlands","Midlands","Tin",0.01,29,0
"3626",8229635,9,53,"B","F","South East","S & S East","Gold",13000,NA,0
"3627",8231125,11,NA,"C","M","Midlands","Midlands","Tin",0.01,7,0
"3628",8234159,11,50,"C","M","Midlands","East","Silver",2000,5,0
"3629",8236283,7,48,"A","U","South East","London","Gold",15000,3,0
"3630",8242127,5,57,"E","F","South West","S West","Silver",2320,8,0
"3631",8245193,6,38,"C","M","Midlands","Midlands","Silver",1000,1,0
"3632",8248532,14,39,"B","M","South East","London","Silver",3842,1,0
"3633",8249865,6,68,"F","M","North","N East","Tin",0.01,7,0
"3634",8250235,6,NA,"C","F","North","N West","Tin",0.01,5,0
"3635",8252947,6,46,"E","missing","North","N West","Gold",9000,3,0
"3636",8262381,8,45,"D","F","Midlands","East","Tin",0.01,4,0
"3637",8262993,6,30,"C","F","South East","London","Gold",12000,2,1
"3638",8264309,4,64,"B","F","South East","London","Gold",6000,10,0
"3639",8265704,14,53,"E","F","South East","S & S East","Silver",500,8,1
"3640",8266204,11,64,"C","M","South East","London","Gold",5466.49,25,0
"3641",8266751,4,52,"missing","F","Midlands","Ulster","Tin",0.01,5,0
"3642",8267995,4,38,"F","M","South East","London","Gold",9107.64,5,0
"3643",8271291,8,59,"B","M","Midlands","Midlands","Gold",6000.01,9,0
